FECHA,ID_EMPRESA,EMPRESA,ID_TIPOLOGIA,TIPOLOGIA,ID_MEDIO_ATENCION,MEDIO DE ATENCION,NUMERO_QUEJAS
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,838
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,867
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,127
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,4,Red social,2
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,5,Otros,2
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,1,Oficina,228
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,2,Línea Telefónica,131
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,3,Página Web,49
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,5,Otros,1
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,262
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,6
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,3,Página Web,28
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,196
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,47
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,3,Página Web,56
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,15855
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,180
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,3,Página Web,61
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,4,Red social,1
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,5,Otros,1
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,211
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,582
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,3,Página Web,7
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,4,Red social,1
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,1
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,1
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,2,Línea Telefónica,2
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,128
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,80
2018-3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,3,Página Web,283
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,46
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,30
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,3,Página Web,52
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,1,Oficina,4047
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,2,Línea Telefónica,1811
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,3,Página Web,93
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,4,Red social,18
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,4
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,1,Oficina,2539
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,2,Línea Telefónica,906
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,3,Página Web,42
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,4,Red social,2
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,1,Oficina,1336
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,2,Línea Telefónica,6
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,3,Página Web,37
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,5,Otros,3
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,1,Oficina,1
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,1,Oficina,542
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,2,Línea Telefónica,1045
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,3,Página Web,33
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,4,Red social,1
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,1,Oficina,360
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,2,Línea Telefónica,129
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,3,Página Web,37
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,4,Red social,1
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,1,Oficina,47911
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,2,Línea Telefónica,101451
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,3,Página Web,255
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,4,Red social,3
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,5,Otros,18
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,1,Oficina,157
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,2,Línea Telefónica,5
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,3,Página Web,2
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,5,Otros,1
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,1,Oficina,412
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,2,Línea Telefónica,11674
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,3,Página Web,431
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,5,Otros,169
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,1,Oficina,197
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,2,Línea Telefónica,110
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,814
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,735
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,104
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,4,Red social,3
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,1,Oficina,150
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,2,Línea Telefónica,18
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,3,Página Web,18
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,211
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,3
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,3,Página Web,32
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,178
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,50
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,3,Página Web,80
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,4,Red social,2
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,15901
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,214
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,3,Página Web,82
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,5,Otros,3
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,282
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,1072
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,3,Página Web,26
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,4,Red social,4
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,2
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,151
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,68
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,3,Página Web,256
2018-4,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,4,Red social,1
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,74
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,19
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,3,Página Web,71
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,1,Oficina,4228
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,2,Línea Telefónica,1591
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,3,Página Web,58
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,4,Red social,13
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,4
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,1,Oficina,2898
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,2,Línea Telefónica,1070
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,3,Página Web,24
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,4,Red social,2
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,5,Otros,3
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,1,Oficina,1646
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,2,Línea Telefónica,9
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,3,Página Web,33
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,5,Otros,4
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,1,Oficina,4
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,1,Oficina,688
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,2,Línea Telefónica,1189
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,3,Página Web,29
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B1,Imposibilidad terminación contrato,4,Red social,1
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,1,Oficina,543
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,2,Línea Telefónica,93
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,3,Página Web,26
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,B3,Cláusula de permanencia superior a 1 año,4,Red social,2
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,1,Oficina,45628
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,2,Línea Telefónica,109855
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,3,Página Web,788
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,4,Red social,5
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D1,No disponibilidad del servicio,5,Otros,5
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,1,Oficina,292
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,2,Línea Telefónica,9
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D3,No compensación informada,3,Página Web,12
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,1,Oficina,291
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,2,Línea Telefónica,15031
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,3,Página Web,488
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D4,Intermitencia,5,Otros,187
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,1,Oficina,135
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,D6,Intento de llamada no exitosa,2,Línea Telefónica,65
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,1,Oficina,1098
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,2,Línea Telefónica,786
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,3,Página Web,70
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E1,Error factura/ Cobro o descuento injustificado,4,Red social,6
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,1,Oficina,238
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,2,Línea Telefónica,13
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E2,Incremento tarifario,3,Página Web,5
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,1,Oficina,318
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,2,Línea Telefónica,1
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,3,Página Web,13
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,4,Red social,1
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E3,Reporte a centrales de riesgo,5,Otros,2
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,1,Oficina,185
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,2,Línea Telefónica,67
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E4,Cobro en proceso de reclamación,3,Página Web,58
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,1,Oficina,19325
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,2,Línea Telefónica,289
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,3,Página Web,86
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,4,Red social,2
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,E8,Cobro por reconexión,5,Otros,3
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,1,Oficina,511
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,2,Línea Telefónica,1310
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,3,Página Web,17
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,4,Red social,4
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,G1,Medios de atención al usuario,5,Otros,5
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,H3,Garantía,1,Oficina,3
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,1,Oficina,219
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,2,Línea Telefónica,87
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,3,Página Web,113
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,4,Red social,1
2019-1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,I1,Otros,5,Otros,1
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,1,Oficina,96
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,2,Línea Telefónica,56
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A1,Modificación condiciones acordadas,3,Página Web,112
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,1,Oficina,4485
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,2,Línea Telefónica,2042
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,3,Página Web,118
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,4,Red social,23
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A2,Publicidad engañosa,5,Otros,6
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,1,Oficina,3002
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,2,Línea Telefónica,2180
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,3,Página Web,35
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A3,Servicios no solicitados,4,Red social,19
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,1,Oficina,1913
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,2,Línea Telefónica,11
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,3,Página Web,57
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A4,Fraudes en contratación,5,Otros,3
2019-2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,A5,Datos personales,1,Oficina,1
